Word,Prevalence_Factor
triumphing,2.1472831279703954
talkin,2.1472831279703954
convictions,2.1472831279703954
translates,2.144664490009456
dual,2.1444200837997682
compromise,2.14300638149145
reefs,2.1419149201504695
cost,2.1416538007555643
eloquently,2.140776209400788
remains,2.138537171409842
visitors,2.138458676759558
soccer,2.135623672071914
advertising,2.135082655652382
admission,2.1338626084205803
diagnosing,2.1334296884351027
hours,2.1334132046552714
spirits,2.131548725739578
impressionable,2.1293891019039757
grandeur,2.1293891019039757
imaged,2.1293891019039757
cementing,2.1293891019039757
leads,2.129213424228709
assert,2.1260928339443717
subsequent,2.125740805327327
among,2.1232648549753392
unsupported,2.122020973523685
embarrassing,2.1204420888707656
while,2.119185467047739
to-do,2.118001994407163
barrage,2.118001994407163
sleek,2.118001994407163
terrains,2.118001994407163
fatty,2.118001994407163
dispel,2.118001994407163
independent,2.1171200771978427
openly,2.1167891663897507
judged,2.115705434912007
votes.the,2.1154715260745376
securely,2.113731829095858
exciting,2.1136243420971756
simulations,2.113051078104201
notes,2.1121683677011256
pessimistic,2.111948089155693
pets,2.1113753833555062
positioning,2.1107336279198354
accounting,2.1088243256783885
transforming,2.1088243256783885
believing,2.10864081401101
consult,2.1083726283360327
drawing,2.1057228093645173
families,2.1054152523091965
redesigning,2.1043374654109877
voluntarism,2.1043374654109877
succulent,2.1043374654109877
moderating,2.1043374654109877
granting,2.1043374654109877
votes.another,2.1043374654109877
2008),2.1043374654109877
repercussion,2.1043374654109877
inconclusive,2.1043374654109877
tailor-made,2.1043374654109877
car.another,2.1043374654109877
fair.the,2.1043374654109877
190,2.1043374654109877
4.2,2.1043374654109877
prodigies,2.1043374654109877
recreations,2.1043374654109877
system.first,2.1043374654109877
pianos,2.1043374654109877
nonconformist,2.1043374654109877
school-based,2.1043374654109877
bowie,2.1043374654109877
olympus,2.1043374654109877
cityscapes,2.1043374654109877
timelessness,2.1043374654109877
immensely,2.1043374654109877
fast-changing,2.1043374654109877
belittling,2.1043374654109877
underline,2.1043374654109877
near-fatal,2.1043374654109877
traversing,2.104337465410987
self-conscious,2.104337465410987
phased,2.104337465410987
wealthier,2.104337465410987
higher-quality,2.104337465410987
foresee,2.104337465410987
connection,2.1026752715204573
delivering,2.100073357071756
coworkers,2.099916588382813
automotive,2.098442962706755
performing,2.096914758301954
college's,2.0966783663558064
studies,2.09653449666727
stems,2.096426422307939
strategy,2.0962263116055007
seniors,2.095869306596456
studios,2.095227779413537
hobby,2.0950876303981922
chorus,2.0947432216477155
revisiting,2.0936010497711353
abstain,2.0936010497711353
unmotivated,2.092150182792777
governments,2.091811647164494
creative,2.0915254685402327
she's,2.0914537666431654
veganism,2.091267046371168
landscapes,2.091267046371168
zones,2.0910447603330757
taxing,2.08872086084393
surgical,2.08872086084393
testimonials,2.0876363744156623
inquiries,2.0876363744156623
attracts,2.086390024341384
math,2.0850578211741038
caregiver,2.0849426500615773
exemplary,2.0849426500615773
chosen,2.0842079979650094
marvels,2.083840671916725
shortcuts,2.083840671916725
translate,2.0829736332748356
weekends,2.082273638774961
indescribable,2.0812128778789987
illnesses,2.078752815375596
application,2.0776415130091936
counterparts,2.0775807437116707
wyoming,2.0768159492637612
nebraska,2.0760613608545455
civilizations,2.0757070237047155
intelligently,2.0757070237047155
we'll,2.075485425858692
violent,2.0738057834351586
whether,2.073213082789535
contemplate,2.072693292998792
provided,2.0722404870094047
cultivated,2.07119829272735
celsius,2.070935283420337
aids,2.067846064276693
shied,2.066760010671506
cheerleading,2.066760010671506
impolite,2.066760010671506
ford's,2.066760010671506
baseless,2.066760010671506
analog,2.066760010671506
sunbathing,2.066760010671506
non-violent,2.066760010671506
kilogram,2.066760010671506
interns,2.066760010671506
sidelines,2.066760010671506
subscription,2.066760010671506
secondhand,2.066760010671506
worthlessness,2.066760010671506
scrabble,2.066760010671506
craftsmanship,2.066760010671506
competitiveness,2.0667600106715054
reforms,2.0667600106715054
disappointing,2.06395572300438
inclined,2.061736286775853
marie,2.06139180285158
celebrates,2.060699130874815
coastal,2.059801222756787
outing,2.0568712067926946
exaggerate,2.0568712067926946
segments,2.0568712067926946
ingested,2.0568712067926946
advertised,2.0557078181010695
discussion,2.0553414470766356
family's,2.054693855479929
packages,2.0530121613765733
others,2.0516055549332672
research,2.049718020797438
stressors,2.049679349426287
summarizes,2.049679349426287
fences,2.049679349426287
well-behaved,2.049679349426287
amendment,2.049679349426287
landline,2.049679349426287
med,2.049679349426287
dared,2.049679349426287
bryant,2.049679349426287
it.one,2.049679349426287
unhealthy,2.0493368800278864
motivational,2.0479712833017647
coincidental,2.0458836469273494
incredible,2.0455956970826024
encounters,2.0454532064377786
push,2.0448239330317066
riddled,2.0442135378278166
affirming,2.0426718986590173
employer,2.0419447103718475
astray,2.039918971571876
72%,2.0399189715718755
drunkenness,2.0399189715718755
profiling,2.0399189715718755
forward,2.039651896555959
tyranny,2.0388559601223855
inclination,2.0386849008086743
nighttime,2.0364556116880523
disciplines,2.0362167592822717
lacks,2.035445465055271
aimed,2.0352168917296045
fundamental,2.0346968073282543
costly,2.03458042235869
basics,2.033603432960198
require,2.033288406093582
counterintuitive,2.032358115487473
car-free,2.032206673004948
lyrics,2.0319660710979113
dialogue,2.031856050735623
dissatisfied,2.031213769701725
striking,2.0307008369315986
chore,2.030304270998874
reform,2.0294749874864166
invested,2.029453873294764
90%,2.029182555932024
toothpaste,2.0291825559320236
non-school,2.0291825559320236
continual,2.0282770750949277
penalized,2.025914951172069
susceptibility,2.025914951172069
coasts,2.025914951172069
feats,2.0245812349435157
cookies,2.0245812349435157
--,2.024172228633426
loss,2.0232675862045126
certificates,2.0220249455054558
oils,2.021407910123855
accelerating,2.0209723557368426
surge,2.020293265563544
impairments,2.019788192247153
periods,2.0195473111270283
hotels,2.019087120330372
exceeding,2.0184461402921716
exchanging,2.0173159912774503
engages,2.016815292346878
presenting,2.016746851485864
graphics,2.01635122992342
manner,2.015854591689449
lengthy,2.0147911902871156
collective,2.0133390885283498
complications,2.012058652506437
growing,2.0112141264308163
optional,2.0109943814919093
treatments,2.0101133997955705
persisted,2.009091639536657
protein,2.00888004484055
impaired,2.0084501671102406
consciously,2.0074271873986396
networks,2.0060145011302377
ocean's,2.004130919439036
whiter,2.004130919439036
overshadows,2.004130919439036
food-related,2.004130919439036
gabon,2.004130919439036
memberships,2.004130919439036
ushers,2.004130919439036
cram,2.004130919439036
conjugation,2.004130919439036
sizable,2.004130919439036
buckingham,2.004130919439036
possible.in,2.004130919439036
people.furthermore,2.004130919439036
familiarized,2.004130919439036
costumed,2.004130919439036
reputational,2.004130919439036
creases,2.004130919439036
slouches,2.004130919439036
armor,2.004130919439036
reintroducing,2.004130919439036
idea.one,2.004130919439036
nitrous,2.004130919439036
regroup,2.004130919439036
unhealthily,2.004130919439036
hauls,2.004130919439036
kendrick,2.004130919439036
action-packed,2.004130919439036
(heart,2.004130919439036
beautified,2.004130919439036
unchallenged,2.004130919439036
sloped,2.004130919439036
(texas,2.004130919439036
livelier,2.004130919439036
them.now,2.004130919439036
defensiveness,2.004130919439036
problems.one,2.004130919439036
mile),2.004130919439036
matchmaking,2.004130919439036
homeownership,2.004130919439036
dinghy,2.004130919439036
intersectionality,2.004130919439036
diffusing,2.004130919439036
sprinkles,2.004130919439036
regolith,2.004130919439036
84%,2.004130919439036
jogs,2.004130919439036
plagiarize,2.004130919439036
"senator,i'm",2.004130919439036
right.but,2.004130919439036
sprinklers,2.004130919439036
crushingly,2.004130919439036
telegrams,2.004130919439036
well-kept,2.004130919439036
gaga,2.004130919439036
jamaican,2.004130919439036
soreness,2.004130919439036
reuniting,2.004130919439036
sequestration,2.004130919439036
functionalities,2.004130919439036
accompanies,2.004130919439036
curbs,2.004130919439036
them.on,2.004130919439036
much-anticipated,2.004130919439036
unfair.in,2.004130919439036
surefire,2.004130919439036
little-understood,2.004130919439036
skewers,2.004130919439036
teams’,2.004130919439036
live.the,2.004130919439036
landslides,2.004130919439036
“love,2.004130919439036
r&b,2.004130919439036
catchphrases,2.004130919439036
relative's,2.004130919439036
glided,2.004130919439036
lackadaisical,2.004130919439036
sony,2.004130919439036
athlete’s,2.004130919439036
well-managed,2.004130919439036
burp,2.004130919439036
mathematics),2.004130919439036
(american,2.004130919439036
hunza,2.004130919439036
hometowns,2.004130919439036
respites,2.004130919439036
high-definition,2.004130919439036
kale,2.004130919439036
hoisting,2.004130919439036
waitin,2.004130919439036
planets.in,2.004130919439036
escapade,2.004130919439036
blouse,2.004130919439036
7-9,2.004130919439036
before/after,2.004130919439036
game’s,2.004130919439036
education.another,2.004130919439036
sausages,2.004130919439036
topographic,2.004130919439036
himself/herself,2.004130919439036
potluck,2.004130919439036
troves,2.004130919439036
wilting,2.004130919439036
segmentation,2.004130919439036
thrill-seeking,2.004130919439036
persuader,2.004130919439036
disallows,2.004130919439036
docking,2.004130919439036
counterweights,2.004130919439036
nuisances,2.004130919439036
tree-planting,2.004130919439036
readouts,2.004130919439036
moher,2.004130919439036
development.there,2.004130919439036
underwhelmed,2.004130919439036
bricks-and-mortar,2.004130919439036
heterosexism,2.004130919439036
washington's,2.004130919439036
reminiscing,2.004130919439036
pedaling,2.004130919439036
priors,2.004130919439036
(bad),2.004130919439036
3:15,2.004130919439036
unappreciated,2.004130919439036
chloride,2.004130919439036
binging,2.004130919439036
class.another,2.004130919439036
coronado,2.004130919439036
hiatus,2.004130919439036
not-so-great,2.004130919439036
foodies,2.004130919439036
halal,2.004130919439036
extremophile,2.004130919439036
subtraction,2.004130919439036
pollinators,2.004130919439036
hard-earned,2.004130919439036
operator's,2.004130919439036
privately-owned,2.004130919439036
pediatricians,2.004130919439036
disempowers,2.004130919439036
driving.another,2.004130919439036
guggenheim,2.004130919439036
spearhead,2.004130919439036
esential,2.004130919439036
extols,2.004130919439036
palladium,2.004130919439036
reinvest,2.004130919439036
grappled,2.004130919439036
sculpts,2.004130919439036
brewery,2.004130919439036
lapping,2.004130919439036
multi-planetary,2.004130919439036
jordans,2.004130919439036
anxiousness,2.004130919439036
razor-thin,2.004130919439036
ales,2.004130919439036
gg,2.004130919439036
rectifying,2.004130919439036
multiplier,2.004130919439036
lincoln’s,2.004130919439036
(oecd),2.004130919439036
situation.in,2.004130919439036
rainfalls,2.004130919439036
job-sharing,2.004130919439036
system.another,2.004130919439036
collared,2.004130919439036
jawline,2.004130919439036
glances,2.004130919439036
in/out,2.004130919439036
circumnavigate,2.004130919439036
wide-open,2.0041309194390355
uncovering,2.0041309194390355
selves,2.0041309194390355
mending,2.0041309194390355
roadblocks,2.0041309194390355
schoolers,2.0041309194390355
reverberate,2.0041309194390355
basketball,2.002859262764265
advantage,2.001848310191383
possibilities,1.9996440591716347
heritage,1.9990183405629158
figures,1.997848377371829
undertake,1.9969733090124677
public,1.9964099967994797
age-old,1.9950212334415856
expert,1.994745580118896
lean,1.9940599097936136
absence,1.9939502834186633
withhold,1.993905761686796
replete,1.993905761686796
staple,1.993582861968304
carefree,1.992478995488809
disciplinary,1.99205784161109
donations,1.9911170822998212
formations,1.9908585292440752
providers,1.9900173214148171
paired,1.9898156985859
skilled,1.988161748766215
discussing,1.9880464016265236
transactions,1.9879685733145274
concentrating,1.9875678539891264
powerful,1.9873884891095637
unintentionally,1.9871467591048064
scoring,1.9871467591048064
jogging,1.9862368933726158
despite,1.985510632167964
statement,1.9849593450813594
open,1.9824889188827461
promising,1.9821557997083448
posts,1.9819613296222323
excellent,1.980827071538582
venues,1.979690298470267
refreshing,1.979690298470267
augmented,1.979690298470267
critics,1.9783956909390161
improvise,1.9777607757622062
definitively,1.9777607757622062
mayors,1.9777607757622062
strived,1.9777607757622062
improvements,1.9773069874388958
procedures,1.9769813626486055
strict,1.9761011163699582
unleash,1.9755004777327636
polished,1.9746584059178736
misconception,1.9746584059178736
disrupts,1.9746584059178736
fans,1.9746584059178736
long-standing,1.9742185176563636
technologies,1.9730591222384306
households,1.9728163738228008
prominent,1.9728163738228008
celebrate,1.9728163738228008
recorder,1.9728163738228006
appreciates,1.9728163738228006
sunshine,1.9728163738228006
extrinsic,1.9728163738228006
tourism,1.9720648247280113
inaccurate,1.9695769380693975
shared,1.9690767598107295
particulate,1.968422573435668
intuition,1.9669113452208824
presence,1.9664592856149938
breather,1.9655899402190544
multidimensional,1.9655899402190544
rationales,1.9655899402190544
illuminating,1.9655899402190544
ensembles,1.9655899402190544
pondered,1.9655899402190544
amass,1.9655899402190544
conclusive,1.9655899402190542
deeply,1.965354455620969
homework,1.9643938408639516
structure,1.9627375097432214
inevitable,1.9613242396063573
wisest,1.96056285597297
manipulation,1.96056285597297
unexplored,1.96056285597297
daydreaming,1.96056285597297
seeker,1.96056285597297
famous,1.9601212877621652
skiing,1.958582489451785
exhibitions,1.958582489451785
distinct,1.9565596648428567
downside,1.955561420115896
conduct,1.9555503218983645
ambitious,1.9549891165103601
procrastinating,1.9540276464530602
hairstyle,1.95402764645306
pest,1.95402764645306
inspired,1.9515363234869063
grace,1.9512268423730985
daily,1.9501953847799114
result,1.950106520741114
stumbling,1.9499652189136565
favor,1.9486129288526604
herding,1.9484606161212845
domino,1.9484606161212845
seekers,1.9471953819549723
smith,1.947195381954972
charging,1.946635360274801
imbalances,1.9451858923967111
landscaping,1.9451858923967111
unprepared,1.9433996794560349
sculpt,1.941501828206566
traffic,1.940605172932915
performers,1.9403631174568845
disease,1.9393654678234116
walt,1.9382055602469623
frustrations,1.9382055602469623
notably,1.9374535599519958
grammar,1.9373265554577348
inequalities,1.9373265554577346
systemic,1.936194278102119
proper,1.9354370744055311
urgency,1.9346808380723366
digestion,1.932554815173356
acquaintances,1.932554815173356
bombardment,1.9325548151733558
wardrobes,1.9325548151733558
fundraiser,1.9325548151733558
unrecognized,1.9325548151733558
disagreeable,1.9325548151733558
fun-filled,1.9325548151733558
opts,1.9325548151733558
debacle,1.9325548151733558
augmenting,1.9325548151733558
hearty,1.9325548151733558
alternatively,1.9325548151733558
greening,1.9325548151733558
risk-averse,1.9325548151733558
afternoons,1.9325548151733558
yellows,1.9325548151733558
high),1.9325548151733558
it.another,1.9325548151733558
misshapen,1.9325548151733558
cryptocurrency,1.9325548151733558
priceless,1.9325548151733558
concentrate,1.932154202649481
market,1.9312870465369159
profoundly,1.9308090565327296
weight,1.9304851446885651
straightforward,1.9297417805078927
continued,1.92890504215131
likely,1.9268574485390448
accurate,1.926611306160521
generosity,1.9258445553984485
seasonal,1.9258445553984485
planting,1.9252011058309915
beans,1.9246989012905376
extension,1.9242248375217468
entitlement,1.9239656826614744
mandated,1.9239656826614744
insulation,1.9239656826614744
headaches,1.923319188816494
progresses,1.923319188816494
attribute,1.9232188015734846
portion,1.922567451787447
setup,1.9219944063472718
reaped,1.9206254644624092
trepidation,1.9206254644624092
immigrants,1.9199237379500005
witness,1.9190498898402089
affirmation,1.918848752654396
higher,1.9186415335666365
number,1.9181204836584247
state's,1.9180639474385865
election.in,1.9177459660149394
quickly,1.9172745232514694
elements,1.9172359441497049
patient,1.9156430387478134
albert,1.914715847648679
colonization,1.9130340594645343
michelangelo’s,1.9130340594645343
submitting,1.9130340594645343
tag,1.9117074061639345
artwork,1.9112241880743124
society,1.9100312499751486
electronic,1.9097334485958928
restorative,1.9093409435196218
moderate,1.9089347007656816
transform,1.908842486152824
concept,1.908057508755089
homeschool,1.9077784713890822
disruption,1.9065613878347671
shortages,1.906368435563961
minimal,1.9042629090953676
sectors,1.903924373467084
buffer,1.9039243734670839
flashcards,1.9039243734670839
student-driven,1.9039243734670839
mind-blowing,1.9039243734670839
warmly,1.9039243734670839
tunes,1.9039243734670839
ever-growing,1.9009771221149676
consulted,1.9001429943738026
dreamed,1.8999836666030185
eating,1.8988680798629947
gettin,1.8986503447317182
observing,1.8954510258297497
vegetarians,1.8952107607738709
ipod,1.8952107607738709
weathered,1.8952107607738709
exerts,1.8927903128035337
nail,1.892135368058619
generations,1.8909013716538277
greatly,1.8908805702555094
impress,1.890259844470909
instruments,1.889436680073549
truly,1.8884251869794781
khan,1.8862408653543867
failed,1.8858596525683409
checks,1.8854652728933032
prompt,1.8851356460973427
indicators,1.8848374123295693
maintained,1.8846896804322202
accordingly,1.880164058442807
focuses,1.880065672045191
context,1.8795699068208396
sinserly,1.878872736974096
vigilant,1.878872736974096
login,1.878872736974096
oncology,1.878872736974096
dormitory,1.878872736974096
lightens,1.878872736974096
counter-productive,1.878872736974096
delegated,1.878872736974096
crafters,1.878872736974096
school-age,1.878872736974096
powdery,1.878872736974096
leaner,1.878872736974096
unshakeable,1.878872736974096
jasmine,1.878872736974096
stationery,1.878872736974096
ameliorated,1.878872736974096
jeopardized,1.878872736974096
logistic,1.878872736974096
braved,1.878872736974096
voters.there,1.878872736974096
heralding,1.878872736974096
recoup,1.878872736974096
unwelcoming,1.878872736974096
deficiencies,1.878872736974096
mindfulness-based,1.878872736974096
quickness,1.878872736974096
pollution-free,1.878872736974096
ban's,1.878872736974096
dengue,1.878872736974096
work.another,1.878872736974096
pre-set,1.878872736974096
tapas,1.878872736974096
listings,1.878872736974096
15-minute,1.878872736974096
repurposing,1.878872736974096
campsites,1.878872736974096
multimodal,1.878872736974096
peeple,1.878872736974096
presidency.the,1.878872736974096
portrayal,1.878872736974096
singer-songwriter,1.878872736974096
badminton,1.878872736974096
necessary),1.878872736974096
montgomery,1.878872736974096
blocs,1.878872736974096
stowed,1.878872736974096
years.in,1.878872736974096
callings,1.878872736974096
noir,1.878872736974096
proclamation,1.878872736974096
synonyms,1.878872736974096
pranksters,1.878872736974096
infrastructural,1.878872736974096
discreetly,1.878872736974096
victorious,1.878872736974096
stocking,1.878872736974096
steadfastness,1.878872736974096
community-based,1.878872736974096
nourishing,1.878872736974096
truancy,1.878872736974096
ways.in,1.878872736974096
shouldered,1.878872736974096
fail-safe,1.878872736974096
hindrances,1.878872736974096
recalibrating,1.878872736974096
2011),1.878872736974096
30),1.878872736974096
others.i,1.878872736974096
(nba),1.878872736974096
golfing,1.878872736974096
outages,1.878872736974096
bueno,1.878872736974096
calcium,1.878872736974096
streetlights,1.878872736974096
celebrities’,1.878872736974096
fest,1.878872736974096
above-average,1.878872736974096
mangrove,1.878872736974096
monticello,1.878872736974096
blending,1.878872736974096
revitalized,1.878872736974096
shirk,1.878872736974096
boasting,1.878872736974096
convene,1.878872736974096
lanterns,1.878872736974096
hard-fought,1.878872736974096
pastry,1.878872736974096
teleport,1.878872736974096
surveilled,1.878872736974096
reexamine,1.878872736974096
multicultural,1.878872736974096
reignited,1.878872736974096
climatology,1.878872736974096
badlands,1.878872736974096
disservice,1.8788727369740958
furthering,1.8788727369740958
equate,1.8788727369740958
compliments,1.8788727369740958
pleasant,1.87733896331126
sizes,1.8769257185938122
through,1.8744462553265844
disturbances,1.873091590091099
absences,1.8722802010548887
affords,1.8717826511741935
superiors,1.8717826511741935
paris's,1.8712038686599162
contribution,1.871203868659916
cycle,1.8711407504021864
appropriate,1.8710536827443385
congressional,1.870762494943992
temptations,1.8697075041108078
indulge,1.8697075041108078
set,1.8694935991622967
represents,1.8669605755293033
prevention,1.8653833942471028
fewer,1.8647502530154376
venture,1.8638417550783033
endangers,1.8638417550783033
tests,1.863155930809294
tempting,1.862137838102262
exam,1.8620470109713432
determines,1.8613131786846184
affording,1.860978710907676
reef,1.860978710907676
molten,1.860978710907676
exaggerating,1.860978710907676
climbing,1.860478178710014
sunset,1.8597655565980884
aerial,1.859095129216474
major,1.858666786703426
releases,1.8585605992770786
suit,1.8578439910128288
investigate,1.8576024795743895
sacrifices,1.8574871936264232
jellyfish,1.856768351833224
male-dominated,1.856768351833224
redefining,1.856768351833224
matures,1.856768351833224
family,1.8566054702724688
posed,1.8547404265909424
witnessing,1.8547404265909424
within,1.8546888873423057
vastness,1.8538211004811083
superheroes,1.8538211004811083
element,1.853186881835716
income,1.852828956461584
further,1.852538394500862
include,1.8524708679078576
promises,1.8524097406786864
extracurricular,1.8521589065905781
fame,1.8518169695616689
such,1.8510909657806423
american's,1.8499670025591102
overloading,1.8499670025591102
juxtaposition,1.8499670025591102
digitally,1.8499670025591102
"$10,000",1.8499670025591102
tahiti,1.8499670025591102
informative,1.84996700255911
sincerely,1.849088992591118
gestures,1.8488813411726317
inquiry,1.8486380032756622
adventures,1.8473660775810745
recommend,1.8457734245092674
future,1.84547766788421
volcano,1.8447114144836578
licensing,1.8447114144836578
topics,1.8440376211406515
fundamentals,1.8434223079745848
yoga,1.843215298170208
elimination,1.8429290846145914
suited,1.8428790063807228
habitat,1.8425074581939525
attract,1.8382260420020295
raised,1.83822166456463
discovering,1.8375788306669731
article's,1.837120009485783
barring,1.837120009485783
conditions.in,1.837120009485783
unsolicited,1.837120009485783
pesticide,1.837120009485783
men's,1.837120009485783
opportune,1.837120009485783
policy-making,1.837120009485783
factoring,1.837120009485783
generalist,1.837120009485783
(5,1.837120009485783
detox,1.837120009485783
place.in,1.837120009485783
engineer,1.8371200094857827
commuter,1.8371200094857827
inviting,1.8371200094857827
productively,1.8371200094857827
humble,1.8359991308954926
overwhelmingly,1.8356420368313293
rise,1.835445493765935
lessens,1.833779791286718
confirmation,1.833779791286718
memories,1.8330834920246772
emotional,1.8322596300629947
carol,1.8319009185497435
club,1.8309551772391863
semester,1.8306965129491193
ridges,1.829858665574772
breeds,1.828092392731553
attempting,1.8278209610474059
credits,1.826842415027121
narrow,1.82579723592963
(who),1.825190658774836
alteration,1.825190658774836
gastronomic,1.825190658774836
adheres,1.825190658774836
expense,1.8244843156406352
suits,1.822437731687695
varies,1.8206541451241944
gap,1.8200780798987164
waterfall,1.8195399137012298
undivided,1.8195399137012298
expose,1.8188174440114537
advisor,1.8185632417131992
methane,1.8162436457416262
plethora,1.8152169393279791
accuracy,1.8118029522312553
noticeable,1.810819078784483
lame,1.81055009199322
people's,1.8104930614047552
livestock,1.8098529221464763
someone's,1.8089721033138864
eligible,1.8084150093375673
color,1.8082384235540172
gradual,1.8077802550345357
overwhelm,1.8072966327084161
museums,1.8037178274951324
unconfident,1.8037178274951322
teenager’s,1.8037178274951322
rear-end,1.8037178274951322
lows,1.8037178274951322
dorm,1.8037178274951322
action-oriented,1.8037178274951322
usage.limiting,1.8037178274951322
instrumentation,1.8037178274951322
sunscreen,1.8037178274951322
tanning,1.8037178274951322
unconditionally,1.8037178274951322
remote-controlled,1.8037178274951322
school-aged,1.8037178274951322
candidacy,1.8037178274951322
diverged,1.8037178274951322
endeared,1.8037178274951322
brews,1.8037178274951322
human-induced,1.8037178274951322
replacements,1.8037178274951322
hellscape,1.8037178274951322
pre-determined,1.8037178274951322
stabilize,1.8037178274951322
pre-made,1.8037178274951322
reforestation,1.8037178274951322
fetch,1.8037178274951322
re-teaching,1.8037178274951322
curtailment,1.8037178274951322
overconfidence,1.8037178274951322
permissions,1.8037178274951322
carcinogens,1.8037178274951322
day.another,1.8037178274951322
raisin,1.8037178274951322
trekked,1.8037178274951322
postures,1.8037178274951322
supplementation,1.8037178274951322
castration,1.8037178274951322
exhausts,1.8037178274951322
begrudging,1.8037178274951322
feelin,1.8037178274951322
accidents.in,1.8037178274951322
parents/guardians,1.8037178274951322
spreadsheet,1.8037178274951322
discriminate,1.803717827495132
citizenry,1.803717827495132
consensus,1.7985347302896864
awareness,1.7983255469943995
connected,1.7980896999938025
non-profit,1.7971826179752224
tone,1.796749822642778
temporary,1.7958631576208461
2030,1.7953672819974695
direction,1.794798078815993
stroll,1.7947441069603305
belief,1.7940204198204273
folks,1.7940204198204273
dismantling,1.7940204198204273
varying,1.7936971728979372
traditions,1.7926859141771192
surgeries,1.7921555337291377
remember,1.7921121967959819
athlete,1.7919288220866672
glimpse,1.7900532984989568
willing,1.789694754006346
installations,1.7894026066419961
dissection,1.7894026066419961
vote.in,1.7894026066419961
contented,1.7894026066419961
defeat,1.788858301666592
resolve,1.7883577000103805
accessed,1.7877758769995944
hacked,1.7877758769995944
labeled,1.7874681173375184
confirms,1.7874681173375184
alertness,1.7867016215753666
inaccessible,1.786290602108706
related,1.7861491473571929
grill,1.784929100125391
gerard,1.784929100125391
footwear,1.784929100125391
profiles,1.783336835094057
ease,1.7823195546573718
objectively,1.7822449962154283
identity,1.78205522952159
compromises,1.7814497061680319
value,1.781406213743565
switching,1.7803089212639795
featuring,1.7795300405363852
arrogant,1.7791774488897563
heart,1.7789878239956352
spark,1.7788464186028135
first-hand,1.7786661910021442
photosynthesis,1.7786661910021442
chill,1.7775769894154925
world.another,1.7763887695027818
rekindle,1.7763887695027818
atrophy,1.7763887695027818
hillsides,1.7763887695027818
bleaching,1.7763887695027818
consultation,1.7763887695027816
legacy,1.7741486827820976
settling,1.7736558637035467
pesticides,1.7736558637035467
preclude,1.7715085805755761
lies,1.7715085805755761
methodologies,1.7715085805755761
ethnicities,1.7715085805755761
necessities,1.7697769006336648
age,1.768905153216844
dancers,1.7683508112697375
recognition,1.7674467464378
decrease,1.7657323253695356
harmful,1.7653773787507878
(para,1.7652664784593832
lacking,1.7633360850885251
attracting,1.7628929383954481
housing,1.7627574875357943
philanthropic,1.7622530498515658
netflix,1.7622530498515658
believe,1.7622186633939643
strongly,1.7618863212757088
surrounded,1.760573342423875
greenhouse,1.760015413172563
barcelona,1.7558315134908364
unsure,1.7556186854285953
obsolete,1.7552307891216072
serving,1.7546008394104549
nullifies,1.7536145545091564
undercutting,1.7536145545091564
pumpkin,1.7536145545091564
restates,1.7536145545091564
1-4),1.7536145545091564
recalibrate,1.7536145545091564
dishwashers,1.7536145545091564
synergistic,1.7536145545091564
foundational,1.7536145545091564
classroom.in,1.7536145545091564
solar-powered,1.7536145545091564
airlines,1.7536145545091564
asd,1.7536145545091564
ged,1.7536145545091564
hypothesize,1.7536145545091564
riders,1.7536145545091564
dampening,1.7536145545091564
reprisal,1.7536145545091564
grids,1.7536145545091564
chi,1.7536145545091564
disarm,1.7536145545091564
handbag,1.7536145545091564
unengaged,1.7536145545091564
inauthentic,1.7536145545091564
colosseum,1.7536145545091564
seasonally,1.7536145545091564
homeowner,1.7536145545091564
timings,1.7536145545091564
underrated,1.7536145545091564
work/school,1.7536145545091564
buffs,1.7536145545091564
surest,1.7536145545091564
interacted,1.7536145545091564
skyscrapers,1.7536145545091564
investigates,1.7536145545091564
quotient,1.7536145545091564
ingest,1.7536145545091562
stunted,1.7536145545091562
pharmaceuticals,1.7536145545091562
cogent,1.7536145545091562
power,1.7525375280047284
hygiene,1.7511823567913907
consume,1.7507997638919668
account,1.750231186104349
workout,1.749507728854568
vincent,1.7485019756330364
them.in,1.7477885925340428
classroom,1.7468482662819063
monotony,1.7468438419434837
discernible,1.7468438419434837
establishment,1.7463381455692844
viewing,1.7460802277443477
drawn,1.7460712725223613
impairment,1.745533381446902
nausea,1.745533381446902
finance,1.7451224743420417
bins,1.7435938999119611
talented,1.7435938999119611
he's,1.7431507259985717
remarked,1.7424450350536842
father's,1.7404294826707416
“what,1.7404294826707416
analysis,1.7388182722627887
accommodation,1.737957281701039
unequivocally,1.737957281701039
stuff,1.7374880848466334
scandals,1.736913463513831
taliban,1.736337563824337
shed,1.7349590805250164
stem,1.7343440648991657
recuperation,1.7343440648991657
wide-ranging,1.7343440648991657
intonation,1.7343440648991657
delightful,1.7343440648991657
barbacoa,1.7343440648991657
transparently,1.7343440648991657
transitions,1.7343440648991657
stipulated,1.7343440648991657
heartache,1.7343440648991657
cool,1.7310625269788833
offenses,1.7308403395155307
groups,1.7305041887407173
indication,1.7303107066087022
cultural,1.7297698711257012
tempted,1.7294334382031837
expensive,1.7288999355474644
exposing,1.7285629180161683
instantaneously,1.7285629180161683
overdue,1.7285629180161683
bein,1.7285629180161683
deep-rooted,1.7285629180161683
hamburgers,1.7285629180161683
approval,1.728161020104516
appearances,1.727860535684589
bureau,1.727441202949318
